,Event,Xintent,Xemotion,Otheremotion
347,На вкус это ужасно,"[""нет""]","[""нет""]","[""отвращение"", ""брутто""]"
348,На вкус это ужасно,"[""нет""]","[""нет""]","[""брутто""]"
349,Это займет год,"[""нет""]","[""нет""]",[недоволен]
350,Это займет год,"[""нет""]","[""нет""]","[""заинтересованных""]"
351,Это будет длиться,"[""нет""]","[""нет""]","[""позитив""]"
352,Это будет длиться,"[""нет""]","[""нет""]","[""счастливая""]"
353,Это солнечный день,"[""нет""]","[""нет""]","[""радостный"", ""оптимистичный""]"
354,Это солнечный день,"[""нет""]","[""нет""]","[""веселый""]"
355,Это солнечный день,"[""нет""]","[""нет""]","[""счастье"", ""жаждущих""]"
356,Дожди идут очень тяжело,"[""нет""]","[""нет""]","[""сад"", ""устал""]"
357,Дожди идут очень тяжело,"[""нет""]","[""нет""]","[""грустный"", ""печальный""]"
358,Дожди идут очень тяжело,"[""нет""]","[""нет""]","[""расстроен"", ""грустная""]"
359,Это на вкус хорошо,"[""нет""]","[""нет""]","[""разочарован""]"
360,Он никогда не позволял,"[""нет""]","[""нет""]","[""сад""]"
361,Он собирает вокруг,"[""нет""]","[""нет""]","[""любит""]"
362,Это даже лучше,"[""нет""]","[""нет""]","[""содержание""]"
363,Это даже лучше,"[""нет""]","[""нет""]","[""счастливый"", ""радостный"", ""довольный""]"
364,Он на самом деле любил,"[""нет""]","[""нет""]","[""повеселил""]"
365,Он на самом деле любил,"[""нет""]","[""нет""]","[""счастливая""]"
366,Это в пятницу вечером,"[""нет""]","[""нет""]","[""задрожали"", ""в восторге"", ""простимулированные""]"
367,Это в пятницу вечером,"[""нет""]","[""нет""]","[""свобода""]"
368,Это в пятницу вечером,"[""нет""]","[""нет""]","[""возбуждение"", ""счастливый""]"
369,Он бы победил,"[""нет""]","[""нет""]","[""возбуждение""]"
370,Он бы победил,"[""нет""]","[""нет""]","[""возбуждение""]"
371,Он бы победил,"[""нет""]","[""нет""]","[""прекрасный""]"
372,Он отлично сочетается,"[""нет""]","[""нет""]","[""счастливый"", ""радостный"", ""довольный""]"
373,Он отлично сочетается,"[""нет""]","[""нет""]","[""возбуждение"", ""гордый""]"
374,Он отлично сочетается,"[""нет""]","[""нет""]","[""выполнена"", ""довольный""]"
375,Идет дождь в течение нескольких дней,"[""нет""]","[""нет""]","[""сад""]"
376,Идет дождь в течение нескольких дней,"[""нет""]","[""нет""]","[""хмурый"", ""устал""]"
377,Идет дождь в течение нескольких дней,"[""нет""]","[""нет""]","[""скучно""]"
378,Это самый лучший отдых,"[""нет""]","[""нет""]","[""веселый""]"
379,Он больше не болит,"[""нет""]","[""нет""]","[""страшного""]"
380,Он больше не болит,"[""нет""]","[""нет""]","[""сад"", ""горемычная"", ""страдальческой""]"
381,Он тянет с трудом,"[""нет""]","[""нет""]","[""злой"", ""разочарование"", ""определено""]"
382,Это две недели,"[""нет""]","[""нет""]","[""разочарование"", ""нетерпеливые""]"
383,Это первый день,"[""нет""]","[""нет""]",[стыдно]
384,Это первый день,"[""нет""]","[""нет""]","[""возбуждение""]"
385,Это поп-викторины,"[""нет""]","[""нет""]","[""страшно"", ""волнуюсь""]"
386,Это поп-викторины,"[""нет""]","[""нет""]","[""удивляешься"", ""испуганный""]"
387,Это вкус ужасно,"[""нет""]","[""нет""]","[""отвращение""]"
388,Это вкус ужасно,"[""нет""]","[""нет""]","[""отвращение""]"
389,Это вкус ужасно,"[""нет""]","[""нет""]","[""отвращение"", ""плохо""]"
390,Он становится ближе,"[""нет""]","[""нет""]","[""возбуждение""]"
391,Он становится ближе,"[""нет""]","[""нет""]","[""страх"", ""страх""]"
392,Это выглядит хорошо,"[""нет""]","[""нет""]","[""счастливая""]"
393,Это выглядит хорошо,"[""нет""]","[""нет""]","[""содержание""]"
394,Это выглядит хорошо,"[""нет""]","[""нет""]","[""оптимистичный, полный надежд"", ""поощрение, принятие"", ""подтверждающие""]"
395,Он прекрасно подходит,"[""нет""]","[""нет""]","[""счастливая""]"
396,Он прекрасно подходит,"[""нет""]","[""нет""]","[""счастливы"", ""довольны""]"
397,Он прекрасно подходит,"[""нет""]","[""нет""]","[""счастливы"", ""довольны""]"
398,Он работает просто отлично,"[""нет""]","[""нет""]","[""порадовал""]"
399,Он работает просто отлично,"[""нет""]","[""нет""]","[""спокойный""]"
400,Он работает просто отлично,"[""нет""]","[""нет""]","[""удовлетворен"", ""содержание""]"
401,Ничего особенного в этом нет,"[""нет""]","[""нет""]","[""облегчение""]"
402,Ничего особенного в этом нет,"[""нет""]","[""нет""]","[""беспечный""]"
403,Ничего особенного в этом нет,"[""нет""]","[""нет""]","[""простой""]"
404,Уже поздно ночью,"[""нет""]","[""нет""]","[""сонный уставший""]"
405,Уже поздно ночью,"[""нет""]","[""нет""]","[""устали""]"
406,Уже поздно ночью,"[""нет""]","[""нет""]","[""страшно"", ""хмурый""]"
407,Это долгая поездка,"[""нет""]","[""нет""]","[""устали""]"
408,Это долгая поездка,"[""нет""]","[""нет""]","[""устал"", ""раздражен""]"
409,Это долгая поездка,"[""нет""]","[""нет""]","[""уставший""]"
410,Его вкус очень хорошо,"[""нет""]","[""нет""]","[""хорошо""]"
